category_1,category_2,counts,date,week_no
Males,45-64,697,2018-07-06,27
Males,45-64,677,2018-07-13,28
Males,45-64,703,2018-07-20,29
Males,45-64,727,2018-07-27,30
Males,45-64,685,2018-08-03,31
Males,45-64,725,2018-08-10,32
Males,45-64,669,2018-08-17,33
Males,45-64,659,2018-08-24,34
Males,45-64,575,2018-08-31,35
Males,45-64,709,2018-09-07,36
Males,45-64,722,2018-09-14,37
Males,45-64,709,2018-09-21,38
Males,45-64,652,2018-09-28,39
Males,45-64,709,2018-10-05,40
Males,45-64,699,2018-10-12,41
Males,45-64,760,2018-10-19,42
Males,45-64,702,2018-10-26,43
Males,45-64,677,2018-11-02,44
Males,45-64,687,2018-11-09,45
Males,45-64,734,2018-11-16,46
Males,45-64,700,2018-11-23,47
Males,45-64,733,2018-11-30,48
Males,45-64,701,2018-12-07,49
Males,45-64,747,2018-12-14,50
Males,45-64,810,2018-12-21,51
Males,45-64,450,2018-12-28,52
Males,65-74,1120,2018-01-05,1
Males,65-74,1347,2018-01-12,2
Males,65-74,1268,2018-01-19,3
Males,65-74,1273,2018-01-26,4
Males,65-74,1186,2018-02-02,5
Males,65-74,1183,2018-02-09,6
Males,65-74,1168,2018-02-16,7
Males,65-74,1067,2018-02-23,8
Males,65-74,998,2018-03-02,9
Males,65-74,1158,2018-03-09,10
Males,65-74,1157,2018-03-16,11
Males,65-74,1133,2018-03-23,12
Males,65-74,921,2018-03-30,13
Males,65-74,1029,2018-04-06,14
Males,65-74,1197,2018-04-13,15
Males,65-74,1106,2018-04-20,16
Males,65-74,980,2018-04-27,17
Males,65-74,1008,2018-05-04,18
Males,65-74,841,2018-05-11,19
Males,65-74,1017,2018-05-18,20
Males,65-74,994,2018-05-25,21
Males,65-74,845,2018-06-01,22
Males,65-74,968,2018-06-08,23
Males,65-74,949,2018-06-15,24
Males,65-74,994,2018-06-22,25
Males,65-74,936,2018-06-29,26
Males,65-74,892,2018-07-06,27
Males,65-74,957,2018-07-13,28
Males,65-74,925,2018-07-20,29
Males,65-74,922,2018-07-27,30
Males,65-74,863,2018-08-03,31
Males,65-74,960,2018-08-10,32
Males,65-74,918,2018-08-17,33
Males,65-74,901,2018-08-24,34
Males,65-74,815,2018-08-31,35
Males,65-74,985,2018-09-07,36
Males,65-74,922,2018-09-14,37
Males,65-74,945,2018-09-21,38
Males,65-74,929,2018-09-28,39
Males,65-74,965,2018-10-05,40
Males,65-74,987,2018-10-12,41
Males,65-74,965,2018-10-19,42
Males,65-74,953,2018-10-26,43
Males,65-74,937,2018-11-02,44
Males,65-74,971,2018-11-09,45
Males,65-74,986,2018-11-16,46
Males,65-74,982,2018-11-23,47
Males,65-74,953,2018-11-30,48
Males,65-74,991,2018-12-07,49
Males,65-74,1057,2018-12-14,50
Males,65-74,1112,2018-12-21,51
Males,65-74,694,2018-12-28,52
Males,75-84,1865,2018-01-05,1
Males,75-84,2120,2018-01-12,2
Males,75-84,2009,2018-01-19,3
Males,75-84,1978,2018-01-26,4
Males,75-84,1960,2018-02-02,5
Males,75-84,1786,2018-02-09,6
Males,75-84,1851,2018-02-16,7
Males,75-84,1731,2018-02-23,8
Males,75-84,1579,2018-03-02,9
Males,75-84,1945,2018-03-09,10
Males,75-84,1879,2018-03-16,11
Males,75-84,1732,2018-03-23,12
Males,75-84,1580,2018-03-30,13
Males,75-84,1605,2018-04-06,14
Males,75-84,1870,2018-04-13,15
Males,75-84,1678,2018-04-20,16
Males,75-84,1522,2018-04-27,17
Males,75-84,1539,2018-05-04,18
Males,75-84,1280,2018-05-11,19
Males,75-84,1509,2018-05-18,20
Males,75-84,1431,2018-05-25,21
Males,75-84,1259,2018-06-01,22
Males,75-84,1510,2018-06-08,23
Males,75-84,1479,2018-06-15,24
Males,75-84,1382,2018-06-22,25
Males,75-84,1346,2018-06-29,26
Males,75-84,1418,2018-07-06,27
Males,75-84,1421,2018-07-13,28
Males,75-84,1333,2018-07-20,29
Males,75-84,1417,2018-07-27,30
Males,75-84,1357,2018-08-03,31
Males,75-84,1439,2018-08-10,32
Males,75-84,1311,2018-08-17,33
Males,75-84,1381,2018-08-24,34
Males,75-84,1123,2018-08-31,35
Males,75-84,1361,2018-09-07,36
Males,75-84,1353,2018-09-14,37
Males,75-84,1373,2018-09-21,38
Males,75-84,1443,2018-09-28,39
Males,75-84,1461,2018-10-05,40
Males,75-84,1451,2018-10-12,41
Males,75-84,1493,2018-10-19,42
Males,75-84,1474,2018-10-26,43
Males,75-84,1448,2018-11-02,44
Males,75-84,1589,2018-11-09,45
Males,75-84,1519,2018-11-16,46
Males,75-84,1455,2018-11-23,47
Males,75-84,1504,2018-11-30,48
Males,75-84,1573,2018-12-07,49
Males,75-84,1576,2018-12-14,50
Males,75-84,1680,2018-12-21,51
Males,75-84,1051,2018-12-28,52
Males,85+,2080,2018-01-05,1
Males,85+,2499,2018-01-12,2
Males,85+,2390,2018-01-19,3
Males,85+,2264,2018-01-26,4
Males,85+,2204,2018-02-02,5
Males,85+,2043,2018-02-09,6
Males,85+,1999,2018-02-16,7
Males,85+,1915,2018-02-23,8
Males,85+,1751,2018-03-02,9
Males,85+,2142,2018-03-09,10
Males,85+,2075,2018-03-16,11
Males,85+,1885,2018-03-23,12
Males,85+,1505,2018-03-30,13
Males,85+,1699,2018-04-06,14
Males,85+,1974,2018-04-13,15
Males,85+,1722,2018-04-20,16
Males,85+,1566,2018-04-27,17
Males,85+,1511,2018-05-04,18
Males,85+,1343,2018-05-11,19
Males,85+,1543,2018-05-18,20
Males,85+,1509,2018-05-25,21
Males,85+,1210,2018-06-01,22
Males,85+,1524,2018-06-08,23
Males,85+,1368,2018-06-15,24
Males,85+,1447,2018-06-22,25
Males,85+,1393,2018-06-29,26
Males,85+,1443,2018-07-06,27
Males,85+,1388,2018-07-13,28
Males,85+,1455,2018-07-20,29
Males,85+,1277,2018-07-27,30
Males,85+,1388,2018-08-03,31
Males,85+,1378,2018-08-10,32
Males,85+,1339,2018-08-17,33
Males,85+,1365,2018-08-24,34
Males,85+,1177,2018-08-31,35
Males,85+,1475,2018-09-07,36
Males,85+,1387,2018-09-14,37
Males,85+,1431,2018-09-21,38
Males,85+,1397,2018-09-28,39
Males,85+,1443,2018-10-05,40
Males,85+,1437,2018-10-12,41
Males,85+,1549,2018-10-19,42
Males,85+,1466,2018-10-26,43
Males,85+,1530,2018-11-02,44
Males,85+,1549,2018-11-09,45
Males,85+,1684,2018-11-16,46
Males,85+,1568,2018-11-23,47
Males,85+,1531,2018-11-30,48
Males,85+,1532,2018-12-07,49
Males,85+,1598,2018-12-14,50
Males,85+,1708,2018-12-21,51
Males,85+,1146,2018-12-28,52
Females,Under 1 year,20,2018-01-05,1
Females,Under 1 year,31,2018-01-12,2
Females,Under 1 year,26,2018-01-19,3
Females,Under 1 year,24,2018-01-26,4
Females,Under 1 year,17,2018-02-02,5
Females,Under 1 year,19,2018-02-09,6
Females,Under 1 year,24,2018-02-16,7
Females,Under 1 year,8,2018-02-23,8
Females,Under 1 year,20,2018-03-02,9
Females,Under 1 year,21,2018-03-09,10
Females,Under 1 year,22,2018-03-16,11
Females,Under 1 year,11,2018-03-23,12
Females,Under 1 year,22,2018-03-30,13
Females,Under 1 year,18,2018-04-06,14
Females,Under 1 year,17,2018-04-13,15
Females,Under 1 year,25,2018-04-20,16
Females,Under 1 year,25,2018-04-27,17
Females,Under 1 year,22,2018-05-04,18
Females,Under 1 year,22,2018-05-11,19
Females,Under 1 year,23,2018-05-18,20
Females,Under 1 year,27,2018-05-25,21
Females,Under 1 year,19,2018-06-01,22
Females,Under 1 year,14,2018-06-08,23
Females,Under 1 year,27,2018-06-15,24
Females,Under 1 year,28,2018-06-22,25
Females,Under 1 year,20,2018-06-29,26
Females,Under 1 year,24,2018-07-06,27
Females,Under 1 year,23,2018-07-13,28
Females,Under 1 year,17,2018-07-20,29
Females,Under 1 year,23,2018-07-27,30
Females,Under 1 year,29,2018-08-03,31
Females,Under 1 year,29,2018-08-10,32
Females,Under 1 year,26,2018-08-17,33
Females,Under 1 year,14,2018-08-24,34
Females,Under 1 year,21,2018-08-31,35
Females,Under 1 year,18,2018-09-07,36
Females,Under 1 year,26,2018-09-14,37
Females,Under 1 year,27,2018-09-21,38
Females,Under 1 year,21,2018-09-28,39
Females,Under 1 year,24,2018-10-05,40
Females,Under 1 year,24,2018-10-12,41
Females,Under 1 year,17,2018-10-19,42
Females,Under 1 year,31,2018-10-26,43
Females,Under 1 year,19,2018-11-02,44
Females,Under 1 year,20,2018-11-09,45
Females,Under 1 year,23,2018-11-16,46
Females,Under 1 year,27,2018-11-23,47
Females,Under 1 year,26,2018-11-30,48
Females,Under 1 year,21,2018-12-07,49
Females,Under 1 year,25,2018-12-14,50
Females,Under 1 year,17,2018-12-21,51
Females,Under 1 year,12,2018-12-28,52
Females,01-14,7,2018-01-05,1
Females,01-14,12,2018-01-12,2
Females,01-14,10,2018-01-19,3
Females,01-14,7,2018-01-26,4
Females,01-14,6,2018-02-02,5
Females,01-14,10,2018-02-09,6
Females,01-14,6,2018-02-16,7
Females,01-14,6,2018-02-23,8
Females,01-14,5,2018-03-02,9
Females,01-14,11,2018-03-09,10
Females,01-14,10,2018-03-16,11
Females,01-14,10,2018-03-23,12
Females,01-14,13,2018-03-30,13
Females,01-14,9,2018-04-06,14
Females,01-14,11,2018-04-13,15
Females,01-14,11,2018-04-20,16
Females,01-14,6,2018-04-27,17
Females,01-14,7,2018-05-04,18
Females,01-14,9,2018-05-11,19
Females,01-14,8,2018-05-18,20
Females,01-14,5,2018-05-25,21
Females,01-14,4,2018-06-01,22
Females,01-14,10,2018-06-08,23
Females,01-14,10,2018-06-15,24
Females,01-14,8,2018-06-22,25
Females,01-14,7,2018-06-29,26
Females,01-14,8,2018-07-06,27
Females,01-14,6,2018-07-13,28
Females,01-14,7,2018-07-20,29
Females,01-14,3,2018-07-27,30
Females,01-14,6,2018-08-03,31
Females,01-14,7,2018-08-10,32
Females,01-14,4,2018-08-17,33
Females,01-14,14,2018-08-24,34
Females,01-14,3,2018-08-31,35
Females,01-14,11,2018-09-07,36
Females,01-14,9,2018-09-14,37
Females,01-14,7,2018-09-21,38
Females,01-14,4,2018-09-28,39
Females,01-14,10,2018-10-05,40
Females,01-14,6,2018-10-12,41
Females,01-14,4,2018-10-19,42
Females,01-14,9,2018-10-26,43
Females,01-14,9,2018-11-02,44
Females,01-14,5,2018-11-09,45
Females,01-14,14,2018-11-16,46
Females,01-14,14,2018-11-23,47
Females,01-14,15,2018-11-30,48
Females,01-14,6,2018-12-07,49
Females,01-14,4,2018-12-14,50
Females,01-14,8,2018-12-21,51
Females,01-14,4,2018-12-28,52
Females,15-44,90,2018-01-05,1
Females,15-44,116,2018-01-12,2
Females,15-44,101,2018-01-19,3
Females,15-44,79,2018-01-26,4
Females,15-44,123,2018-02-02,5
Females,15-44,103,2018-02-09,6
Females,15-44,122,2018-02-16,7
Females,15-44,88,2018-02-23,8
Females,15-44,86,2018-03-02,9
Females,15-44,92,2018-03-09,10
Females,15-44,110,2018-03-16,11
Females,15-44,96,2018-03-23,12
Females,15-44,82,2018-03-30,13
Females,15-44,93,2018-04-06,14
Females,15-44,117,2018-04-13,15
Females,15-44,110,2018-04-20,16
Females,15-44,113,2018-04-27,17
Females,15-44,107,2018-05-04,18
Females,15-44,84,2018-05-11,19
Females,15-44,95,2018-05-18,20
Females,15-44,124,2018-05-25,21
Females,15-44,79,2018-06-01,22
Females,15-44,105,2018-06-08,23
Females,15-44,104,2018-06-15,24
Females,15-44,105,2018-06-22,25
Females,15-44,113,2018-06-29,26
Females,15-44,105,2018-07-06,27
Females,15-44,100,2018-07-13,28
Females,15-44,117,2018-07-20,29
Females,15-44,94,2018-07-27,30
Females,15-44,96,2018-08-03,31
Females,15-44,91,2018-08-10,32
Females,15-44,92,2018-08-17,33
Females,15-44,85,2018-08-24,34
Females,15-44,82,2018-08-31,35
Females,15-44,129,2018-09-07,36
Females,15-44,96,2018-09-14,37
Females,15-44,113,2018-09-21,38
Females,15-44,86,2018-09-28,39
Females,15-44,114,2018-10-05,40
Females,15-44,99,2018-10-12,41
Females,15-44,106,2018-10-19,42
Females,15-44,107,2018-10-26,43
Females,15-44,97,2018-11-02,44
Females,15-44,113,2018-11-09,45
Females,15-44,96,2018-11-16,46
Females,15-44,115,2018-11-23,47
Females,15-44,112,2018-11-30,48
Females,15-44,106,2018-12-07,49
Females,15-44,105,2018-12-14,50
Females,15-44,111,2018-12-21,51
Females,15-44,63,2018-12-28,52
Females,45-64,542,2018-01-05,1
Females,45-64,643,2018-01-12,2
Females,45-64,619,2018-01-19,3
Females,45-64,570,2018-01-26,4
Females,45-64,595,2018-02-02,5
Females,45-64,531,2018-02-09,6
Females,45-64,541,2018-02-16,7
Females,45-64,538,2018-02-23,8
Females,45-64,484,2018-03-02,9
Females,45-64,556,2018-03-09,10
Females,45-64,518,2018-03-16,11
Females,45-64,539,2018-03-23,12
Females,45-64,391,2018-03-30,13
Females,45-64,511,2018-04-06,14
Females,45-64,570,2018-04-13,15
Females,45-64,556,2018-04-20,16
Females,45-64,482,2018-04-27,17
Females,45-64,548,2018-05-04,18
Females,45-64,467,2018-05-11,19
Females,45-64,539,2018-05-18,20
Females,45-64,527,2018-05-25,21
Females,45-64,417,2018-06-01,22
Females,45-64,472,2018-06-08,23
Females,45-64,501,2018-06-15,24
Females,45-64,465,2018-06-22,25
Females,45-64,458,2018-06-29,26
Females,45-64,453,2018-07-06,27
Females,45-64,463,2018-07-13,28
Females,45-64,463,2018-07-20,29
Females,45-64,466,2018-07-27,30
Females,45-64,470,2018-08-03,31
Females,45-64,450,2018-08-10,32
Females,45-64,461,2018-08-17,33
Females,45-64,424,2018-08-24,34
Females,45-64,442,2018-08-31,35
Females,45-64,487,2018-09-07,36
Females,45-64,458,2018-09-14,37
Females,45-64,462,2018-09-21,38
Females,45-64,431,2018-09-28,39
Females,45-64,491,2018-10-05,40
Females,45-64,513,2018-10-12,41
Females,45-64,449,2018-10-19,42
Females,45-64,498,2018-10-26,43
Females,45-64,474,2018-11-02,44
Females,45-64,470,2018-11-09,45
Females,45-64,504,2018-11-16,46
Females,45-64,523,2018-11-23,47
Females,45-64,513,2018-11-30,48
Females,45-64,517,2018-12-07,49
Females,45-64,518,2018-12-14,50
